"","V2","FINAL_URL","Error_check","PRICE","Surface","Rooms","Bedrooms","FLOOR","BUILDTING_YEAR","LOCATION","ELECTRICITY_HEATING","GAS_HEATING"
"1186","fd-39192575","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39192575.html","clean","552","38  ",NA,NA,NA,NA,"31500","90","20"
"1187","fd-39665337","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39665337.html","clean","512","41  ","2",NA,NA,NA,"31500","90","20"
"1188","fd-39649475","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39649475.html","clean","669","30  ",NA,NA,NA,NA,"31000",NA,NA
"1189","fd-39187457","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39187457.html","clean","805","63  ","3",NA,NA,NA,"31500","50","10"
"1190","fd-39189388","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39189388.html","clean","675","60  ","3",NA,NA,NA,"31500","50","10"
"1191","fd-39354056","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39354056.html","clean","997","82  ","4",NA,NA,NA,"31500","50","5"
"1192","fd-39192557","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39192557.html","clean","779","65  ","3",NA,NA,NA,"31500","50","20"
"1193","fd-39163465","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39163465.html","clean","798","68  ","3",NA,NA,NA,"31500","30","10"
"1194","fd-39636284","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39636284.html","clean","660","36  ","2",NA,NA,NA,"31000",NA,NA
"1195","fd-39188800","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39188800.html","clean","852","68  ","3",NA,NA,NA,"31400","90","20"
"1196","fd-38471859","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38471859.html","clean","795","59  ","2",NA,NA,NA,"31000",NA,NA
"1197","fd-39189548","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39189548.html","clean","700","63  ","3",NA,NA,NA,"31000","30","20"
"1198","fd-39119305","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39119305.html","clean","670","28  ","3",NA,NA,NA,"31000",NA,NA
"1199","fd-38506480","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38506480.html","clean","538","43  ","2",NA,NA,NA,"31100",NA,NA
"1200","fd-38347411","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38347411.html","clean","698","60  ","3",NA,NA,NA,"31500","90","20"
"1201","fd-39621135","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39621135.html","clean","590","52  ","3",NA,NA,NA,"31200","50","35"
"1202","fd-39621135","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39621135.html","clean","590","52  ","3",NA,NA,NA,"31200","50","35"
"1203","fd-39259208","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39259208.html","clean","585","37  ","2",NA,NA,NA,"31500","30","20"
"1204","fd-39114613","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39114613.html","clean","615","40  ",NA,NA,NA,NA,"31500","50","35"
"1205","fd-39123443","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39123443.html","clean","703","64  ",NA,NA,NA,NA,"31200","30","10"
"1206","fd-39259794","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39259794.html","clean","523","40  ",NA,NA,NA,NA,"31300","30","80"
"1207","fd-39186546","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39186546.html","clean","750","58  ","3",NA,NA,NA,"31200","30","20"
"1208","fd-39253997","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39253997.html","clean","856","80  ","3",NA,NA,NA,"31000","50","35"
"1209","fd-39542675","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39542675.html","clean","620","30  ",NA,NA,NA,NA,"31000","30","10"
"1210","fd-39683722","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683722.html","clean","674","58  ","2",NA,NA,NA,"31300","50","35"
"1211","fd-39114615","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39114615.html","clean","635","38  ","2",NA,NA,NA,"31400","90","20"
"1212","fd-39232510","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39232510.html","clean","579","35  ","2",NA,NA,NA,"31000","30","10"
"1213","fd-38167649","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38167649.html","clean","650","50  ","2",NA,NA,NA,"31500",NA,NA
"1214","fd-35048563","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35048563.html","clean","670","59  ","3","2"," 2","2020","31200","54","13"
"1215","fd-36900724","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36900724.html","clean","716","59  ","3","2"," 4","2020","31200","58","13"
"1216","fd-38967253","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38967253.html","clean","510","41  ","2","1",NA,"1901","31200","38","9"
"1217","fd-38112939","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38112939.html","clean","545","44  ","2","1"," 1","1901","31200","79","22"
"1218","fd-39155033","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39155033.html","clean","572","35  ","2","1"," 1","1901","31100","86","14"
"1219","fd-37174865","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37174865.html","clean","516","40  ","2","1"," 2","2000","31200","59","6"
"1220","fd-36610032","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36610032.html","clean","525","45  ","2","1"," 1","2012","31200","62","2"
"1221","fd-36922785","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36922785.html","clean","726","62  ","3","2"," 1","1901","31100","64","15"
"1222","fd-39055499","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39055499.html","clean","705","58  ","3","2",NA,"1901","31300",NA,NA
"1223","fd-39124105","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39124105.html","clean","650","64  ","3",NA,NA,NA,"31100","90","20"
"1224","fd-39255576","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39255576.html","clean","550","38  ","2",NA,NA,NA,"31100","90","20"
"1225","fd-39255574","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39255574.html","clean","529","41  ","2",NA,NA,NA,"31400","90","20"
"1226","fd-39117123","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39117123.html","clean","555","34  ","2",NA,NA,NA,"31200","30","5"
"1227","fd-39495911","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39495911.html","clean","725","51  ","3",NA,NA,NA,"31500","30","55"
"1228","fd-39255575","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39255575.html","clean","535","41  ","2",NA,NA,NA,"31300","90","20"
"1229","fd-39566840","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39566840.html","clean","664","45  ","2",NA,NA,NA,"31000","30","10"
"1230","fd-38012755","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38012755.html","clean","699","61  ","3",NA,NA,NA,"31300","50","5"
"1231","fd-39646042","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39646042.html","clean","820","65  ","3",NA,NA,NA,"31500","50","20"
"1232","fd-39619335","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39619335.html","clean","870","64  ","3",NA,NA,NA,"31500","90","20"
"1233","fd-39443854","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39443854.html","clean","624","48  ","2",NA,NA,NA,"31400","30","10"
"1234","fd-39116800","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39116800.html","clean","520","36  ","2",NA,NA,NA,"31400","30","20"
"1235","fd-37956825","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37956825.html","clean","533","34  ","2",NA,NA,NA,"31400","30","20"
"1236","fd-39566839","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39566839.html","clean","614","40  ","2",NA,NA,NA,"31000","50","35"
"1237","fd-39509598","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39509598.html","clean","880","52  ","2",NA,NA,NA,"31000","50","20"
"1238","fd-39618964","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39618964.html","clean","630","47  ","2",NA,NA,NA,"31500","30","10"
"1239","fd-39114481","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39114481.html","clean","615","44  ","2",NA,NA,NA,"31400","50","20"
"1240","fd-39396403","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39396403.html","clean","600","44  ","2",NA,NA,NA,"31200","50","10"
"1241","fd-39495938","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39495938.html","clean","507","29  ","2",NA,NA,NA,"31200","30","10"
"1242","fd-39683576","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683576.html","clean","730","56  ","3",NA,NA,NA,"31200","30","20"
"1243","fd-39543004","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39543004.html","clean","960","54  ","3",NA,NA,NA,"31000",NA,NA
"1244","fd-39619065","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39619065.html","clean","590","38  ","2",NA,NA,NA,"31000","30","55"
"1245","fd-39469629","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39469629.html","clean","710","70  ","3",NA,NA,NA,"31500",NA,NA
"1246","fd-39683238","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683238.html","clean","542","44  ","2","1"," 1","2009","31400","84","6"
"1247","fd-35596635","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35596635.html","clean","850","87  ","4",NA,NA,NA,"31100",NA,NA
"1248","fd-39462929","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39462929.html","clean","550","41  ",NA,NA,NA,NA,"31400","30","35"
"1249","fd-39566841","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39566841.html","clean","695","50  ","2",NA,NA,NA,"31000",NA,NA
"1250","fd-39311985","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39311985.html","clean","862","58  ","4",NA,NA,NA,"31300","30","80"
"1251","fd-39118439","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39118439.html","clean","550","50  ","2",NA,NA,NA,"31000","90","10"
"1252","fd-39740961","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39740961.html","clean","1 420","119  ","4","3"," 1","1975","31000","87","76"
"1253","fd-37545434","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37545434.html","clean","1 399","105  ","5","4"," 2","1969","31500","53","35"
"1254","fd-39037219","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39037219.html","clean","1 015","99  ","4","3"," 1","2004","31200","75","16"
"1255","fd-39730186","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39730186.html","clean","1 440","118  ","4","3"," 2",NA,"31500","36","31"
"1256","fd-39729265","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39729265.html","clean","1 066","98  ","4","3"," 4",NA,"31300",NA,NA
"1257","fd-37864216","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37864216.html","clean","1 095","81  ","4","3"," 5",NA,"31000","57","6"
"1258","fd-39721307","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39721307.html","clean","1 400","91  ","4","3"," 8",NA,"31000",NA,NA
"1259","fd-39641053","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39641053.html","clean","1 129","85  ","4","3"," 2",NA,"31000","17","27"
"1260","fd-39489730","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39489730.html","clean","1 010","90  ","4","3"," 3","2016","31300","52","1"
"1261","fd-39714397","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39714397.html","clean","1 435","92  ","3","2"," 2",NA,"31000",NA,NA
"1262","fd-39636929","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39636929.html","clean","1 057","87  ","4","3"," 3",NA,"31000","73","40"
"1263","fd-39547089","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39547089.html","clean","1 280","94  ","5","3"," 4","1800","31000",NA,NA
"1264","fd-39706612","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39706612.html","clean","1 250","58  ","2","1"," 3",NA,"31000","89","9"
"1265","fd-39029606","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39029606.html","clean","1 140","73  ","3","2"," 1",NA,"31300","97","9"
"1266","fd-39705729","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39705729.html","clean","1 075","81  ","3","2"," 1",NA,"31000",NA,NA
"1267","fd-38492299","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38492299.html","clean","1 360","89  ","3",NA,NA,NA,"31300","50","35"
"1268","fd-39390054","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39390054.html","clean","1 030","88  ","4",NA,NA,NA,"31400","03","24"
"1269","fd-39623082","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39623082.html","clean","1 025","68  ","2","1"," 1",NA,"31000","01","25"
"1270","fd-37125515","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37125515.html","clean","1 059","58  ","3","2"," 1",NA,"31000",NA,NA
"1271","fd-39440171","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39440171.html","clean","1 250","124  ","4","3",NA,NA,"31000",NA,NA
"1272","fd-39585370","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39585370.html","clean","1 105","77  ","3","2",NA,NA,"31000",NA,NA
"1273","fd-39121004","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39121004.html","clean","1 390","86  ","3",NA,NA,NA,"31000","50","35"
"1274","fd-39289852","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39289852.html","clean","1 400","73  ","3",NA,NA,NA,"31000",NA,NA
"1275","fd-39374111","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39374111.html","clean","1 062","70  ","3",NA,NA,NA,"31000","30","20"
"1276","fd-39415268","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39415268.html","clean","1 034","68  ","3",NA,NA,NA,"31000",NA,NA
"1277","fd-38317527","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38317527.html","clean","1 220","78  ","3",NA,NA,NA,"31400","50","35"
"1278","fd-38136554","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38136554.html","clean","1 206","59  ","3",NA,NA,NA,"31000",NA,NA
"1279","fd-39683748","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683748.html","clean","1 100","83  ","3",NA,NA,NA,"31500","30","20"
"1280","fd-39121008","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39121008.html","clean","1 145","71  ","3",NA,NA,NA,"31000","50","20"
"1281","fd-39683749","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39683749.html","clean","1 400","106  ","4",NA,NA,NA,"31500","30","20"
"1282","fd-39119252","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39119252.html","clean","1 405","96  ","4",NA,NA,NA,"31000","30","55"
"1283","fd-39354087","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39354087.html","clean","1 065","84  ","4",NA,NA,NA,"31500","30","55"
"1284","fd-39119656","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39119656.html","clean","1 400","90  ","4",NA,NA,NA,"31000","50","35"
"1285","fd-37489377","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37489377.html","clean","1 400","78  ","2",NA,NA,NA,"31000",NA,NA
"1286","fd-38287430","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38287430.html","clean","1 100","45  ","3",NA,NA,NA,"31000","90","10"
"1287","fd-39584064","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39584064.html","clean","1 196","140  ","5",NA,NA,NA,"31000","30","35"
"1288","fd-39207781","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39207781.html","clean","1 240","91  ","4","3"," 4","2016","31200","36","8"
"1289","fd-36887896","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36887896.html","clean","1 200","62  ","3",NA,NA,NA,"31000","30","5"
"1290","fd-39112322","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39112322.html","clean","1 200","87  ","4",NA,NA,NA,"31300",NA,NA
"1291","fd-39111637","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39111637.html","clean","1 370","90  ","3",NA,NA,NA,"31300","50","20"
"1292","fd-39396636","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39396636.html","clean","1 107","88  ","3",NA,NA,NA,"31400","30","55"
"1293","fd-38727254","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38727254.html","clean","1 300","94  ","4","3"," 5",NA,"31500",NA,NA
"1294","fd-38937333","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38937333.html","clean","1 050","76  ","3","2"," 2",NA,"31500","83","8"
"1295","fd-25734248","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-25734248.html","clean","1 400","108  ","3","2"," 3","1700","31100","42","33"
"1296","fd-38517317","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38517317.html","clean","1 268","107  ","4","3"," 6","2006","31300","39","7"
"1297","fd-39238836","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39238836.html","clean","1 195","90  ","3","2",NA,NA,"31000",NA,NA
"1298","fd-38884736","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38884736.html","clean","1 300","112  ","4","3"," 2",NA,"31000","40","14"
"1299","fd-38611522","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38611522.html","clean","1 370","87  ","3","2",NA,"2001","31300","17","27"
"1300","fd-38289753","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38289753.html","clean","1 207","86  ","3","2"," 7","1977","31000","83","5"
"1301","fd-38417014","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38417014.html","clean","1 027","80  ","3","2"," 2",NA,"31000","92","68"
"1302","fd-35650010","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-35650010.html","clean","1 300","102  ","4","3",NA,NA,"31500","01","47"
"1303","fd-39668421","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39668421.html","clean","1 300","67  ","3","2",NA,NA,"31200",NA,NA
"1304","fd-39666507","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39666507.html","clean","1 024","95  ","4","3"," 5",NA,"31000","93","45"
"1305","fd-33375715","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-33375715.html","clean","1 140","73  ","3","2"," 2","1950","31000",NA,NA
"1306","fd-37835034","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37835034.html","clean","1 065","92  ","4","3"," 3",NA,"31200","71","35"
"1307","fd-38065169","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38065169.html","clean","1 052","93  ","4","3"," 1",NA,"31400","05","24"
"1308","fd-39093131","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39093131.html","clean","1 020","76  ","3","2"," 5",NA,"31000",NA,NA
"1309","fd-38386831","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38386831.html","clean","1 065","65  ","3","2"," 4","2013","31300","39","3"
"1310","fd-39381481","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39381481.html","clean","1 367","88  ","3","2"," 1","1989","31300","21","11"
"1311","fd-38234125","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38234125.html","clean","1 200","73  ","3","2"," 2","1992","31400","57","09"
"1312","fd-39479280","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39479280.html","clean","1 200","80  ","4","3"," 1",NA,"31500",NA,NA
"1313","fd-37993020","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37993020.html","clean","1 350","72  ",NA,"2"," 2",NA,"31000",NA,NA
"1314","fd-39573010","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39573010.html","clean","1 195","75  ","3","2"," 1","1900","31000",NA,NA
"1315","fd-38922811","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38922811.html","clean","1 000","73  ","4","3",NA,NA,"31000","64","38"
"1316","fd-36684943","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-36684943.html","clean","1 182","70  ","2",NA,NA,NA,"31000",NA,NA
"1317","fd-39189541","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39189541.html","clean","1 140","83  ","4",NA,NA,NA,"31400","30","55"
"1318","fd-39374816","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39374816.html","clean","1 375","70  ","3",NA,NA,NA,"31000",NA,NA
"1319","fd-39308244","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39308244.html","clean","1 230","80  ","4",NA,NA,NA,"31000","30","20"
"1320","fd-38688561","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38688561.html","clean","1 180","124  ","4","3"," 1",NA,"31000",NA,NA
"1321","fd-39404746","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39404746.html","clean","1 100","84  ","4","3"," 4","2004","31000","89","7"
"1322","fd-39096183","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39096183.html","clean","1 080","79  ","3","2"," 4","1970","31000","85","43"
"1323","fd-38584676","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38584676.html","clean","1 077","88  ","4","3"," 1",NA,"31400",NA,NA
"1324","fd-39288496","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39288496.html","clean","1 081","90  ","4","3"," 2",NA,"31500","85","9"
"1325","fd-39097353","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39097353.html","clean","1 471","135  ","5","4"," 4",NA,"31000","92","21"
"1326","fd-39248451","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39248451.html","clean","1 441","131  ","5","4"," 3",NA,"31000","05","24"
"1327","fd-39040171","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39040171.html","clean","1 090","60  ","3","2"," 2",NA,"31000",NA,NA
"1328","fd-38576426","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38576426.html","clean","1 241","93  ","4","3"," 2",NA,"31400",NA,NA
"1329","fd-37621524","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37621524.html","clean","1 266","106  ","4","3"," 3",NA,"31200","93","10"
"1330","fd-37937580","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-37937580.html","clean","1 100","63  ","2","1"," 1",NA,"31000","88","20"
"1331","fd-38862228","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38862228.html","clean","1 100","84  ","4","3",NA,NA,"31000","27","34"
"1332","fd-39127097","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39127097.html","clean","1 100","95  ","3","2",NA,NA,"31300","41","33"
"1333","fd-39487217","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39487217.html","clean","1 270","89  ","3",NA,NA,NA,"31300","50","35"
"1334","fd-39245494","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39245494.html","clean","1 016","64  ","3","2",NA,"2010","31000",NA,NA
"1335","fd-39039446","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39039446.html","clean","1 092","82  ","4","3"," 4","1989","31000",NA,NA
"1336","fd-39503423","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39503423.html","clean","1 350","97  ","3","2"," 4",NA,"31000",NA,NA
"1337","fd-38293203","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38293203.html","clean","1 150","98  ","4","3"," 3","2012","31300",NA,NA
"1338","fd-39652914","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39652914.html","clean","1 061","93  ","4","3"," 3",NA,"31200","63","5"
"1339","fd-39363155","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39363155.html","clean","1 087","102  ","5","4"," 4",NA,"31200","41","9"
"1340","fd-39437859","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39437859.html","clean","1 100","65  ","2","1"," 1",NA,"31000","92","21"
"1341","fd-38539460","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38539460.html","clean","1 450","102  ","4","3"," 3",NA,"31000","67","39"
"1342","fd-39046452","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-39046452.html","clean","1 270","97  ","4","3"," 4","1994","31500","84","9"
"1343","fd-38124170","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38124170.html","clean","1 100","88  ","4","3"," 2","1980","31500",NA,NA
"1344","fd-38844668","https://www.avendrealouer.fr/location/toulouse-31/b-appartement/loc-101-14281/fd-38844668.html","clean","1 120","84  ","3","2"," 1",NA,"31400","44","20"
